exp_code,global_round,lambda_max,opt_drift
A,673,182.86444193522138,16.2372522172404
A,674,208.40508575439455,16.241653723022
A,675,169.33398946126303,16.245961041941985
A,676,220.07616017659507,16.250168082403352
A,677,171.14124399820966,16.25426212678763
A,678,210.65139567057292,16.258256698148255
A,679,196.68201700846353,16.262162142230896
A,680,208.6833292643229,16.2659692247628
A,681,169.08295186360678,16.269088273807437
A,682,234.30438435872398,16.272837724957075
A,683,177.59951375325522,16.276481615664757
A,684,221.25916137695313,16.27999045745703
A,685,164.13046518961588,16.28646405871794
A,686,152.38118336995444,16.297107570887842
A,687,131.70307006835938,16.30961177303328
A,688,157.31321156819664,16.31980423739269
A,689,135.2674565633138,16.329320540904025
A,690,145.1352767944336,16.338200355117074
A,691,147.39822642008463,16.347453819572923
A,692,149.07450256347656,16.355966275875094
A,693,135.07559763590496,16.363374426268322
