exp_dir,exp_code,global_round,old_task_idx,acc_mean,acc_std,num_seeds
A_Full_FedALA,A,523,0,0.0,,1
A_Full_FedALA,A,524,0,0.0,,1
A_Full_FedALA,A,525,0,0.0,,1
A_Full_FedALA,A,526,0,0.0,,1
A_Full_FedALA,A,527,0,0.0,,1
A_Full_FedALA,A,528,0,0.0,,1
A_Full_FedALA,A,529,0,0.0,,1
A_Full_FedALA,A,530,0,0.0,,1
A_Full_FedALA,A,531,0,0.0,,1
A_Full_FedALA,A,532,0,0.0,,1
A_Full_FedALA,A,533,0,0.0,,1
A_Full_FedALA,A,534,0,0.0,,1
A_Full_FedALA,A,535,0,0.0,,1
A_Full_FedALA,A,536,0,0.0,,1
A_Full_FedALA,A,537,0,0.0,,1
A_Full_FedALA,A,538,0,0.0,,1
A_Full_FedALA,A,539,0,0.0,,1
A_Full_FedALA,A,540,0,0.0,,1
A_Full_FedALA,A,541,0,0.0,,1
A_Full_FedALA,A,542,0,0.0,,1
A_Full_FedALA,A,543,0,0.0,,1
A_Full_FedALA,A,544,0,0.0,,1
A_Full_FedALA,A,545,0,0.0,,1
A_Full_FedALA,A,546,0,0.0,,1
A_Full_FedALA,A,547,0,0.0,,1
A_Full_FedALA,A,548,0,0.0,,1
A_Full_FedALA,A,549,0,0.0,,1
A_Full_FedALA,A,550,0,0.0,,1
A_Full_FedALA,A,551,0,0.0,,1
A_Full_FedALA,A,552,0,0.0,,1
A_Full_FedALA,A,553,0,0.0,,1
A_Full_FedALA,A,554,0,0.0,,1
A_Full_FedALA,A,555,0,0.0,,1
A_Full_FedALA,A,556,0,0.0,,1
A_Full_FedALA,A,557,0,0.0,,1
A_Full_FedALA,A,558,0,0.0,,1
A_Full_FedALA,A,559,0,0.0,,1
A_Full_FedALA,A,560,0,0.0,,1
A_Full_FedALA,A,561,0,0.0,,1
A_Full_FedALA,A,562,0,0.0,,1
A_Full_FedALA,A,563,0,0.0,,1
A_Full_FedALA,A,564,0,0.0,,1
A_Full_FedALA,A,565,0,0.0,,1
A_Full_FedALA,A,566,0,0.0,,1
A_Full_FedALA,A,567,0,0.0,,1
A_Full_FedALA,A,568,0,0.0,,1
A_Full_FedALA,A,569,0,0.0,,1
A_Full_FedALA,A,570,0,0.0,,1
A_Full_FedALA,A,571,0,0.0,,1
A_Full_FedALA,A,572,0,0.0,,1
A_Full_FedALA,A,573,0,0.0,,1
A_Full_FedALA,A,574,0,0.0,,1
A_Full_FedALA,A,575,0,0.0,,1
A_Full_FedALA,A,576,0,0.0,,1
A_Full_FedALA,A,577,0,0.0,,1
A_Full_FedALA,A,578,0,0.0,,1
A_Full_FedALA,A,579,0,0.0,,1
A_Full_FedALA,A,580,0,0.0,,1
A_Full_FedALA,A,581,0,0.0,,1
A_Full_FedALA,A,582,0,0.0,,1
A_Full_FedALA,A,583,0,0.0,,1
A_Full_FedALA,A,584,0,0.0,,1
A_Full_FedALA,A,585,0,0.0,,1
A_Full_FedALA,A,586,0,0.0,,1
A_Full_FedALA,A,587,0,0.0,,1
A_Full_FedALA,A,588,0,0.0,,1
A_Full_FedALA,A,589,0,0.0,,1
A_Full_FedALA,A,590,0,0.0,,1
A_Full_FedALA,A,591,0,0.0,,1
A_Full_FedALA,A,592,0,0.0,,1
A_Full_FedALA,A,593,0,0.0,,1
A_Full_FedALA,A,594,0,0.0,,1
A_Full_FedALA,A,595,0,0.0,,1
A_Full_FedALA,A,596,0,0.0,,1
A_Full_FedALA,A,597,0,0.0,,1
