global_round,task_idx,round_in_task,dataset,client_id,old_task_idx,old_dataset,exp_id,run_seed,global_acc_old_task,personalized_acc_old_task,delta_pers,test_samples
210,2,10,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07389937106918232,0
210,2,10,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.232,0.824,0.592,125
210,2,10,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.592,0
210,2,10,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.11274509803921569,0.9852941176470589,0.8725490196078431,408
210,2,10,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8725490196078431,0
210,2,10,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.8395833333333333,0.9125,0.07291666666666663,480
210,2,10,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07291666666666663,0
211,2,11,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.232,0.848,0.616,125
211,2,11,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.616,0
211,2,11,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9339622641509434,0.9952830188679245,0.06132075471698106,636
211,2,11,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.06132075471698106,0
211,2,11,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.12745098039215685,0.9803921568627451,0.8529411764705882,408
211,2,11,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8529411764705882,0
211,2,11,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.8375,0.9125,0.07499999999999996,480
211,2,11,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07499999999999996,0
211,2,11,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.7218844984802432,0.8647416413373861,0.1428571428571429,658
211,2,11,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.1428571428571429,0
212,2,12,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.14705882352941177,0.9779411764705882,0.8308823529411764,408
212,2,12,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8308823529411764,0
212,2,12,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.7264437689969605,0.8586626139817629,0.1322188449848024,658
212,2,12,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.1322188449848024,0
212,2,12,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9355345911949685,0.9952830188679245,0.05974842767295596,636
212,2,12,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.05974842767295596,0
212,2,12,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.8145833333333333,0.8979166666666667,0.08333333333333337,480
212,2,12,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.08333333333333337,0
